hero,degree
S-H2 46,0
S-H2 48,0
S-H2 5,0
S-H2 6,0
S-H2 7,0
US1 10,0
US1 11,0
US1 12,0
US1 2,0
US1 3,0
US1 5,0
US1 7,0
US1 8,0
US1 9,0
ROM 10,0
ROM 11,0
ROM 12,0
ROM 13,0
ROM 14,0
ROM 15,0
AF2 14,0
AF2 2,0
AF2 8,0
ASPOT 23,0
ASPOT 24,0
ASPOT 25,0
CA 317,0
HAWK2,0
HAWK 3,0
HAWK 4,0
A 1,0
A 173,0
A 20/4,0
A 220,0
A 310,0
A 7,0
A 83,0
BIZADV 32,0
DAZZ 16,0
DEF 109,0
DEF 122,0
DEF 123,0
DEF 139,0
DEF 66,0
DEF 68,0
DF 2.4,0
DF 3.6,0
DF 4.8,0
FF 225,0
FF 262,0
FF 73,0
H2 102,0
H2 279,0
JIM -1,0
JIM 100,0
JIM 100/2,0
JIM 101,0
JIM 101/2,0
JIM 102,0
JIM 103,0
JIM 104,0
JIM 104/2,0
JIM 105/2,0
JIM 106/2,0
JIM 108,0
JIM 109/2,0
JIM 110,0
JIM 110/2,0
JIM 111,0
JIM 112,0
JIM 112/2,0
JIM 113,0
JIM 115,0
JIM 116,0
JIM 117,0
JIM 117/2,0
JIM 118/2,0
JIM 119,0
JIM 119/2,0
JIM 120,0
JIM 120/2,0
JIM 121,0
JIM 122,0
JIM 123,0
JIM 123/2,0
JIM 124,0
JIM 125,0
JIM 503,0
JIM 505,0
JIM 508,0
JIM 509,0
JIM 510,0
JIM 511,0
JIM 512,0
JIM 513,0
JIM 85,0
JIM 88,0
JIM 91,0
JIM 92,0
JIM 94,0
JIM 95,0
JIM 97,0
JIM 97/2,0
JIM 98,0
JIM 98/2,0
JIM 99,0
JIM 99/2,0
M/GN 30,0
M/GN 33,0
M/SH3 5,0
M/SH3 9/2,0
NM 82,0
NM 85,0
SS3 111,0
SS 4,0
SS '98,0
ST 123/2,0
T '00,0
T 10,0
T 126,0
T 126/2,0
T 127,0
T 127/2,0
T 128,0
T 128/2,0
T 131,0
T 135,0
T 135/2,0
T 136,0
T 136/2,0
T 138,0
T 139,0
T 140,0
T 142,0
T 143,0
T 144,0
T 145,0
T 146,0
T 147,0
T 148,0
T 149,0
T 151,0
T 152,0
T 15/3,0
T 153,0
T 154,0
T 155,0
T 156,0
T 157,0
T 158,0
T 159,0
T 160,0
T 162,0
T 163,0
T 164,0
T 166,0
T 167,0
T 168,0
T 169,0
T 172,0
T 175,0
T 176,0
T 177,0
T 178,0
T 179,0
T 180,0
T 181,0
T 182,0
T 183,0
T 184,0
T 185,0
T 186,0
T 187,0
T 188,0
T 189,0
T 19,0
T 190,0
T 191,0
T 194,0
T 195,0
T 196,0
T 197,0
T 198,0
T 199,0
T 2,0
T 200,0
T 201,0
T 202,0
T 203,0
T 204,0
T 208,0
T2 10,0
T2 11,0
T 212,0
T2 12,0
T 213,0
T2 13,0
T 214,0
T2 14,0
T 215,0
T2 15,0
T 216,0
T 217,0
T 218,0
T2 18,0
T2 19,0
T 220,0
T2 20,0
T 221,0
T2 21,0
T 222,0
T2 22,0
T 223,0
T2 23,0
T2 24,0
T 225,0
T2 25,0
T2 26,0
T 227,0
T 228,0
T 229,0
T2 29,0
T2 30,0
T 231,0
T2 31,0
T2 32,0
T 233,0
T2 33,0
T 234,0
T2 35,0
T 236,0
T2 36,0
T 237,0
T2 37,0
T 238,0
T2 38,0
T 239,0
T2 39,0
T2 4,0
T 240,0
T 241,0
T 242,0
T 243,0
T 244,0
T 262,0
T 263,0
T 264,0
T 266,0
T 267,0
T 269,0
T2 7,0
T 274,0
T 275,0
T 276,0
T 277,0
T 278,0
T2 8,0
T 283,0
T 286,0
T 288,0
T 289,0
T2 9,0
T 291,0
T 292,0
T 300,0
T 301,0
T 302,0
T 307/2,0
T 311/2,0
T 312,0
T 312/2,0
T 313,0
T 313/2,0
T 314/2,0
T 318,0
T 320,0
T 321,0
T 322,0
T 323,0
T 324/2,0
T 325/2,0
T 326/2,0
T 327,0
T 328,0
T 331,0
T 334,0
T 337,0
T 338,0
T 339,0
T 340,0
T 341,0
T 342,0
T 343,0
T 344,0
T 347,0
T 348,0
T 349,0
T 350,0
T 351,0
T 352,0
T 353,0
T 398,0
T 399,0
T 400,0
T 400/4,0
T 402,0
T 403,0
T 404,0
T 405,0
T 408,0
T 415,0
T 417,0
T 417/2,0
T 418/2,0
T 419/2,0
T 420/2,0
T 421/2,0
T 422/2,0
T 423/2,0
T 424/2,0
T 425,0
T 426,0
T 432,0
T 454,0
T 455,0
T 456,0
T 456/2,0
T 475,0
T 477,0
T 478,0
ROM 66,0
SEX 1,0
S-H2 26,0
SS3 14,0
S-W 37,0
S-W 38,0
SWII 1,0
SWII 5,0
T 427,0
T 428,0
T 429,0
UX 10,0
UX 100,0
UX 101,0
UX 102,0
UX 103,0
UX 104,0
UX 105,0
UX 106,0
UX 107,0
UX 108,0
UX 109,0
UX 110,0
UX 111,0
UX 112,0
UX 113,0
UX 114,0
UX 115,0
UX 116,0
UX 117,0
UX 118,0
UX 119,0
UX 120,0
UX 121,0
UX 122,0
UX 123,0
UX 124,0
UX 125,0
UX 126,0
UX 127,0
UX 128,0
UX 129,0
UX 130,0
UX 131,0
UX 132,0
UX 133,0
UX 134,0
UX 135,0
UX 136,0
UX 137,0
UX 138,0
UX 139,0
UX 140,0
UX 141,0
UX 142,0
UX 143,0
UX 144,0
UX 145,0
UX 146,0
UX 147,0
UX 148,0
UX 149,0
UX 150,0
UX 151,0
UX 152,0
UX 153,0
UX 154,0
UX 155,0
UX 156,0
UX 157,0
UX 158,0
UX 159,0
UX 160,0
UX 161,0
UX 162,0
UX 163,0
UX 164,0
UX 165,0
UX 166,0
UX 167,0
UX 168,0
UX 169,0
UX 170,0
UX 171,0
UX 172,0
UX 173,0
UX 174,0
UX 175,0
UX 177,0
UX 178,0
UX 179,0
UX 180,0
UX 181,0
UX 183,0
UX 184,0
UX 186,0
UX 188,0
UX 189,0
UX 190,0
UX 191,0
UX 192,0
UX 193,0
UX 194,0
UX 196,0
UX 199,0
UX 200,0
UX 201,0
UX 202,0
UX 204,0
UX 206,0
UX 207,0
UX 208,0
UX 209,0
UX 210,0
UX 211,0
UX 212,0
UX 213,0
UX 215,0
UX 223,0
UX 227,0
UX 3,0
UX 326,0
UX 335,0
UX 360,0
UX 361,0
UX 362,0
UX 363,0
UX 364,0
UX 365,0
UX 366,0
UX 367,0
UX 368,0
UX 369,0
UX 370,0
UX 371,0
UX 372,0
UX 375,0
UX 376,0
UX 377,0
UX 379,0
UX 380,0
UX 384,0
UX 385,0
UX 388,0
UX 389,0
UX 395,0
UX 396,0
UX 4,0
UX 5,0
UX 6,0
UX 7,0
UX 8,0
UX 9,0
UX 94,0
UX 95,0
UX 96,0
UX 97,0
UX 98,0
UX '99,0
UX 99,0
W2 140,0
W2 145,0
W2 146,0
W2 147,0
W2 159,0
W2 161,0
W2 82,0
W 4,0
X '00,0
X 100,0
X 101,0
X 102,0
X 103,0
X 104,0
X 105,0
X 106,0
X 107,0
X 108,0
X 109,0
X 4,0
X 80,0
X 81,0
X 83,0
X 84,0
X 86,0
X 87,0
X 88,0
X 89,0
X 90,0
X 91,0
X 92,0
X 93,0
X 94,0
X 95,0
X 96,0
X 98,0
X '99,0
X 99,0
X&AF 1,0
X&AF 2,0
X&AF2 1,0
X&AF2 2,0
XCAL -1,0
XCAL 1,0
XCAL 10,0
XCAL 100,0
XCAL 101,0
XCAL 102,0
XCAL 103,0
XCAL 104,0
XCAL 105,0
XCAL 106,0
XCAL 107,0
XCAL 108,0
XCAL 109,0
XCAL 11,0
XCAL 110,0
XCAL 111,0
XCAL 112,0
XCAL 116,0
XCAL 117,0
XCAL 118,0
XCAL 119,0
XCAL 12,0
XCAL 120,0
XCAL 121,0
XCAL 122,0
XCAL 123,0
XCAL 124,0
XCAL 125,0
XCAL 13,0
XCAL 14,0
XCAL 15,0
XCAL 16,0
XCAL 17,0
XCAL 18,0
XCAL 19,0
XCAL 2,0
XCAL 20,0
XCAL 21,0
XCAL 2/2,0
XCAL 22,0
XCAL 2/3,0
XCAL 23,0
XCAL 24,0
XCAL 25,0
XCAL 26,0
XCAL 27,0
XCAL 29,0
XCAL 3,0
XCAL 30,0
XCAL 31,0
XCAL 32,0
XCAL 33,0
XCAL 34,0
XCAL 35,0
XCAL 36,0
XCAL 37,0
XCAL 38,0
XCAL 39,0
XCAL 4,0
XCAL 40,0
XCAL 41,0
XCAL 42,0
XCAL 43,0
XCAL 44,0
XCAL 45,0
XCAL 46,0
XCAL 47,0
XCAL 48,0
XCAL 49,0
XCAL 5,0
XCAL 50,0
XCAL 51,0
XCAL 52,0
XCAL 54,0
XCAL 55,0
XCAL 56,0
XCAL 57,0
XCAL 58,0
XCAL 59,0
XCAL 6,0
XCAL 60,0
XCAL 7,0
XCAL 77,0
XCAL 8,0
XCAL 80,0
XCAL 82,0
XCAL 83,0
XCAL 84,0
XCAL 85,0
XCAL 86,0
XCAL 87,0
XCAL 89,0
XCAL 9,0
XCAL 91,0
XCAL 92,0
XCAL 93,0
XCAL 95,0
XCAL 96,0
XCAL 97,0
XCAL 98,0
XCAL 99,0
XCAL:AA,0
XCALGN,0
XCAL:MM,0
XCAL:P,0
XCALSE 1,0
XF 106,0
XF 108,0
XFOR 38,0
X:L 1,0
X:L 2,0
X:L 3,0
X:L 4,0
X&M 1,0
XM 12,0
X&M 2,0
X&M 3,0
X&M 4,0
XMF 1,0
X:MW 1,0
XSOS 2,0
XU 19,0
XU 22,0
XU 23,0
XU 25,0
XU 29,0
XU 30/2,0
XU 4,0
MX '00,0
MX '01,0
MX 10,0
MX 11,0
MX 12,0
MX 13,0
MX 15,0
S-W3 14,0
XM 72,0
CA 213,0
CA 214,0
H2 263,0
H2 264,0
SQS:NWO,0
A 16,0
A 167,0
A 69,0
A 70,0
CA 268,0
DD 62,0
DEF 1,0
DEF 100,0
DEF 101,0
DEF 102,0
DEF 103,0
DEF 104,0
DEF 106,0
DEF 110,0
DEF 111,0
DEF 112,0
DEF 113,0
DEF 114,0
DEF 119,0
DEF 12,0
DEF 13,0
DEF 14,0
DEF 15,0
DEF 16,0
DEF 17,0
DEF 18,0
DEF 19,0
DEF 20,0
DEF 21,0
DEF2 1,0
DEF 22,0
DEF2 2,0
DEF 23,0
DEF2 3,0
DEF 24,0
DEF2 4,0
DEF 25,0
DEF2 5,0
DEF 26,0
DEF2 6,0
DEF 27,0
DEF2 7,0
DEF 28,0
DEF 29,0
DEF 30,0
DEF 31,0
DEF 32,0
DEF 33,0
DEF 34,0
DEF 35,0
DEF 36,0
DEF 37,0
DEF 38,0
DEF 39,0
DEF 40,0
DEF 41,0
DEF 42,0
DEF 43,0
DEF 44,0
DEF 45,0
DEF 46,0
DEF 47,0
DEF 48,0
DEF 50,0
DEF 51,0
DEF 52,0
DEF 53,0
DEF 54,0
DEF 55,0
DEF 56,0
DEF 57,0
DEF 59,0
DEF 60,0
DEF 61,0
DEF 62,0
DEF 63,0
DEF 64,0
DEF 65,0
DEF 67,0
DEF 68,0
DEF 69,0
DEF 70,0
DEF 71,0
DEF 72,0
DEF 73,0
DEF 74,0
DEF 75,0
DEF 76,0
DEF 78,0
DEF 79,0
DEF 80,0
DEF 81,0
DEF 83,0
DEF 84,0
DEF 85,0
DEF 86,0
DEF 87,0
DEF 88,0
DEF 89,0
DEF 90,0
DEF 91,0
DEF 92,0
DEF 93,0
DEF 95,0
DEF 96,0
DEF 97,0
DEF 98,0
DEF 99,0
DRSTR2 29,0
FF 14,0
GSDEF 2,0
GSDEF 3,0
GSDEF 4,0
GSDEF 5,0
H2 206,0
H2 207,0
M/GN 1,0
M/TE 12,0
M/TIO 34,0
M/TU 101,0
M/TU 101/2,0
M/TU 33,0
M/TU 34,0
NHAWK 1,0
NHAWK 2,0
NHAWK 3,0
S-H2 53,0
SS 6,0
TTA2 13/2,0
A 85,0
A 86,0
CA 314,0
COC 1,0
DEF 109,0
DEF 111,0
DEF 112,0
DEF 113,0
DEF 114,0
DEF 115,0
SQS 1,0
SQS 10,0
SQS 11,0
SQS 12,0
SQS 6,0
SQS 7,0
SQS 9,0
WOSM 5/6,0
M/:LG 12,0
M/:LG 2,0
M/:LG 3,0
M/:LG 4,0
M/:LG 6,0
M/:LG 9,0
AF 67,0
AF 70,0
BP3 21,0
BP3 22,0
CA3 10,0
CA3 11,0
CA3 12,0
DAZZ 4,0
DLOK2 10,0
DLOK2 9,0
DRSTR 170,0
DRSTR 180,0
DRSTR 181,0
DRSTR 182,0
DRSTR2 10,0
DRSTR2 13,0
DRSTR2 32,0
DRSTR2 33,0
DRSTR2 34,0
DRSTR2 50,0
DRSTR2 52,0
DRSTR2 53,0
DRSTR3 31/2,0
DRSTR3 32/2,0
DRSTR3 33/2,0
DRSTR3 38,0
DRSTR3 39,0
DRSTR3 40,0
DRSTR3 79,0
GR2 77,0
GR2 78,0
GR3 11,0
GR3 30,0
H2 297,0
H2 298,0
H2 299,0
H2 360,0
M/CP 100,0
M/CP 100/2,0
M/CP 100/3,0
M/CP 100/4,0
M/CP 118,0
M/CP 79/4,0
M/CP 90/4,0
M/CP 99,0
MGK2 1,0
MICRO 29,0
M/K 8,0
M/K 9,0
M/PRM 3,0
NMARE 1,0
NMARE 2,0
NMARE 3,0
NMARE 4,0
OE 7,0
SENSM -1,0
SLEEP 12,0
ST 110/2,0
ST 116/2,0
ST 122/2,0
ST2 3,0
ST2 4,0
ST2 5,0
ST2 6,0
ST2 7,0
ST2 7/2,0
T 451/2,0
T 452/2,0
WOSM 7,0
XCAL 118,0
XCAL 119,0
XCAL 120,0
XCAL 29,0
IM 44,0
IM 45,0
IM 14,0
A 142,0
A 143,0
GR2 50,0
GR2 51/2,0
GR 3,0
GR 4,0
G-S KID COLT 3,0
GR2 56,0
H2 265,0
WCA2 31,0
WCA2 32,0
WCA2 41,0
WCA2 8,0
WCA2 9,0
THOR CORPS 3,0
WESTERN GUNFIGHTERS,0
BP3 16,0
BP3 17,0
CA 164,0
CA 189,0
CA 190,0
CA 387,0
CA 389,0
CA 390,0
CA 391,0
CA 403,0
CA 404,0
CA 405,0
CA 406,0
CA 407,0
CA 408,0
M/TU 3,0
PM&IF 110,0
PM&IF 51,0
PM&IF 52,0
PM&IF 53,0
AWC 81,0
GUARD 1,0
GUARD 2,0
GUARD 3,0
UX 107,0
UX 137,0
XSOS 2,0
ST2 10,0
ST2 11,0
ST2 12,0
ST2 17,0
ST2 18,0
ST2 9,0
SLEEP 14,0
SLEEP 15,0
SLEEP 16,0
A3 13,0
A 341,0
A 342,0
ASM 26,0
ASM 354,0
ASM 355,0
ASM 356,0
ASM 357,0
ASM 358,0
DAMCON3 1,0
DAMCON3 2,0
DAMCON3 4,0
FF 356,0
HAWK2,0
IM 303,0
JUSTICE 1,0
N 5,0
NM 7,0
NO2 10,0
NO2 11,0
NO2 12,0
NO2 13,0
NT 1,0
NT 2,0
NT2 11,0
NT2 12,0
NT2 14,0
NT2 15,0
NT2 16,0
NT2 17,0
NT2 18,0
NT2 19,0
NT2 20,0
NT 3,0
NT 4,0
NW 1,0
NW 10,0
NW 1/2,0
NW 13,0
NW 14,0
NW 15,0
NW 16,0
NW 17,0
NW 1/8,0
NW 18,0
NW 19,0
NW 2,0
NW 20,0
NW 21,0
NW2 1,0
NW2 10,0
NW 22,0
NW 23,0
NW 24,0
NW 25,0
NW 26,0
NW2 6,0
NW 27,0
NW2 7,0
NW2 8,0
NW2 9,0
NW 3,0
NW 4,0
NW 47,0
NW 5,0
NW 50,0
NW 51,0
NW 52,0
NW 53,0
NW 57,0
NW 6,0
NW 60,0
NW 63,0
NW 64,0
NW 7,0
NW 72,0
NW 73,0
NW 74,0
NW 75,0
NW 8,0
NW 9,0
PPTSS 12,0
T 411,0
T 412,0
TB 1,0
TB 25,0
TB 8,0
UX 15,0
WOSM 75,0
WOSM 8,0
XF 6,0
ASMU 14,0
GENX 53,0
GENX 54,0
FF 24,0
NW 68,0
SS 4,0
T 16/2,0
BHOOD 2,0
BIZADV 33/4,0
DL 3,0
XFOR 35,0
XFOR 36,0
ASTONX2 1,0
ASTONX2 2,0
ASTONX2 3,0
UX 372,0
X 82,0
X 83,0
X 84,0
X 92,0
CHAMBER OF CHILLS 4,0
DRSTR2 36,0
DRSTR2 37,0
M/PRM 17,0
M/PRM 18,0
M/PRM 19,0
M/PRM 20,0
M/PRM 21,0
M/PRM 22,0
PM&IF 74,0
PM&IF 75,0
M/FAN2 4,0
SS3 146,0
CAGE 2,0
CAGE 3,0
CAGE 4,0
CM 34,0
CM 54,0
HFH 2,0
HFH 3,0
IM3 15,0
IM '99,0
M/TU 113,0
NM 86,0
OU 8,0
PPTSS 55,0
PPTSS 56,0
S-M 95,0
IM:IA 1,0
A 82,0
FF 103,0
FF 104,0
FF 123,0
H2 119,0
T 422,0
T 423,0
T 424,0
T 425,0
T 447/2,0
T 448/2,0
T 449/2,0
T 450/2,0
T 482,0
T 483,0
WIW 3,0
WIW 4,0
DRSTR3 73,0
DAZZ 30,0
UX 7,0
ASM 395,0
PPTSS 13,0
PPTSS 218,0
M/:LG 11,0
M/:LG 12,0
M/:LG 7,0
M/:LG 8,0
CA 261,0
CA 262,0
CA 10/5,0
CA 153,0
CA 154,0
CA 155,0
CA 156,0
CA 236,0
CA 281,0
CA 282,0
CA 283,0
CA 284,0
CA 285,0
CA 286,0
CA 287,0
CA 288,0
CA 290,0
CA 292,0
CA 293,0
CA 294,0
CA 295,0
CA 296,0
CA 297,0
CA 298,0
CA 299,0
CA 300,0
CA 301,0
CA 302,0
CA 303,0
CA 304,0
CA 305,0
CA 306,0
CA 307,0
CA 309,0
CA 324,0
CA 325,0
CA 336,0
CA 337,0
CA 338,0
CA 339,0
CA 340,0
CA 342,0
CA 343,0
CA 344,0
CA 345,0
CA 9/3,0
DD 307,0
DD 309,0
M/CP 14/4,0
M/:LG 1,0
M/TU 146,0
NOM 1,0
NOM 2,0
NOM2 1,0
NOM2 18,0
NOM2 2,0
NOM2 23,0
NOM2 24,0
NOM2 3,0
NOM2 4,0
NOM2 5,0
NOM2 6,0
NOM2 7,0
NOM2 8,0
NOM 3,0
NOM 4,0
PWJ 47,0
TB 35,0
TB 37,0
TB 38,0
TB 39,0
TB 40,0
TB 41,0
TB 42,0
TB 43,0
TB 44,0
TB 45,0
TB 46,0
TB 47,0
TB 48,0
TB 49,0
TB 50,0
YOUNG MEN 24,0
YOUNG MEN 25,0
YOUNG MEN 26,0
YOUNG MEN 27,0
YOUNG MEN 28,0
BSHP2 1,0
BSHP2 10,0
BSHP2 12/2,0
BSHP2 14,0
BSHP2 2,0
BSHP2 3,0
BSHP2 4,0
BSHP2 5,0
BSHP2 6,0
BSHP2 7,0
BSHP2 8,0
BSHP2 9,0
DEF 1,0
DEF 22,0
DEF 23,0
DEF 24,0
DEF 25,0
DEF 26,0
DEF 27,0
DEF 29,0
DEF 31,0
DEF 32,0
DEF 33,0
DEF 34,0
DEF 35,0
DEF 36,0
DEF 37,0
DEF 38,0
DEF 39,0
DEF 40,0
DEF 41,0
DEF 44,0
DEF 45,0
DEF 46,0
DEF 47,0
DEF 48,0
DEF 49,0
DEF 50,0
DEF 51,0
DEF 54,0
DEF 58,0
DEF 87,0
NOM2 2,0
NOM2 3,0
XFOR -1,0
A 11,0
A 116,0
A 117,0
A 118,0
A 157,0
A 83,0
ASM 225,0
BK2 3,0
BK2 4,0
CA 268,0
COC 1,0
DEF 1,0
DEF 10,0
DEF 100,0
DEF 101,0
DEF 103,0
DEF 104,0
DEF 106,0
DEF 107,0
DEF 108,0
DEF 109,0
DEF 11,0
DEF 112,0
DEF 113,0
DEF 114,0
DEF 115,0
DEF 116,0
DEF 117,0
DEF 119,0
DEF 12,0
DEF 120,0
DEF 121,0
DEF 122,0
DEF 123,0
DEF 125,0
DEF 126,0
DEF 127,0
DEF 128,0
DEF 129,0
DEF 13,0
DEF 130,0
DEF 131,0
DEF 132,0
DEF 133,0
DEF 134,0
DEF 135,0
DEF 136,0
DEF 137,0
DEF 138,0
DEF 139,0
DEF 14,0
DEF 140,0
DEF 141,0
DEF 143,0
DEF 144,0
DEF 145,0
DEF 146,0
DEF 147,0
DEF 149,0
DEF 15,0
DEF 150,0
DEF 151,0
DEF 152,0
DEF 16,0
DEF 17,0
DEF 18,0
DEF 20,0
DEF 21,0
DEF 22,0
DEF 23,0
DEF 24,0
DEF2 4,0
DEF 25,0
DEF 26,0
DEF 27,0
DEF 28,0
DEF 29,0
DEF 3,0
DEF 30,0
DEF 31,0
DEF 32,0
DEF 33,0
DEF 34,0
DEF 35,0
DEF 36,0
DEF 37,0
DEF 38,0
DEF 39,0
DEF 4,0
DEF 40,0
DEF 41,0
DEF 42,0
DEF 43,0
DEF 44,0
DEF 45,0
DEF 46,0
DEF 47,0
DEF 48,0
DEF 49,0
DEF 5,0
C&D3 12,0
C&D3 13,0
C&D3 14,0
C&D3 15,0
C&D3 16,0
C&D3 17,0
C&D3 18,0
C&D3 19,0
C&D3 2,0
C&D3 3,0
C&D3 7,0
C&D3 8,0
ST2 13,0
ST2 14,0
ST2 15,0
ST2 16,0
ST2 17,0
WOSM 77,0
DD 244,0
DD 310,0
DRSTR3 41,0
M/:LG 2,0
M/:LG 3,0
N 20,0
NW 1/6,0
SUB-M 33,0
SUB-M 50,0
SUB-M 51,0
IW 3,0
IW 4,0
MK3 41,0
MK3 43,0
MX '01,0
A 155,0
A 156,0
A 332,0
A 333,0
A 341,0
A 342,0
ASM 26,0
DAMCON3 1,0
DAMCON3 2,0
DEF2 1,0
DEF2 2,0
DEF2 5,0
DEF 5,0
FF '01,0
FF 22,0
FF3 23,0
FF3 27,0
FF3 29,0
FF3 42,0
FF3 43,0
FF3 44,0
FF3 45,0
FF 356,0
FF 367,0
FF 368,0
FF 370,0
IG 2,0
IW 1,0
IW 2,0
IW 3,0
IW 4,0
MAXSEC 3,0
M/CP 12/4,0
MK3 41,0
MK3 43,0
MK3 44,0
M/SH3 10/2,0
MSM 15,0
MSM 16,0
M/TIO 2,0
M/TIO 4,0
M/TIO 74,0
M/TIO 8,0
M/TIO 9,0
M/TU2 11,0
M/TU2 8,0
M/TU2 9,0
N 10,0
N 12,0
N 1/3,0
N 13,0
N 15,0
N 16,0
N 17,0
N 18,0
N 19,0
N 2,0
N 20,0
N 21,0
N 2/3,0
N 23,0
N 25,0
N 26,0
N 27,0
N 28,0
N 29,0
N 3,0
N 31,0
N 32,0
N 33,0
N 4,0
N 5,0
N 6,0
N 8,0
N 9,0
NM 5,0
NM 7,0
NO2 11,0
NO2 12,0
NO2 14,0
NO2 8,0
NT 2,0
NT2 11,0
NT2 12,0
NT2 16,0
NT 3,0
NW 1,0
NW 10,0
NW 14,0
NW 15,0
NW 1/6,0
NW 16,0
NW 17,0
NW 18,0
NW 19,0
NW 2,0
NW 21,0
NW2 1,0
NW2 10,0
NW 22,0
NW2 2,0
NW 23,0
NW2 3,0
NW 24,0
NW2 4,0
NW 25,0
NW2 5,0
NW 26,0
NW2 6,0
NW 2/7,0
NW 27,0
NW2 7,0
NW 28,0
NW2 8,0
NW 29,0
NW2 9,0
NW 3,0
NW 30,0
NW 4,0
NW 47,0
NW 5,0
NW 50,0
NW 51,0
NW 52,0
NW 53,0
NW 54,0
NW 55,0
NW 56,0
NW 58,0
NW 6,0
NW 60,0
NW 62,0
NW 65,0
NW 7,0
NW 74,0
NW 75,0
NW 8,0
NW 9,0
PPTSS 12,0
SS3 124,0
SUB-M 50,0
SUB-M 51,0
SUB-M 52,0
SUB-M 54,0
SUB-M 55,0
SUB-M 57,0
SUB-M 59,0
SUB-M 61,0
SUB-M 62,0
SUB-M 64,0
SUB-M 68,0
SUB-M 70,0
SVTU 7,0
SVTU 8,0
SVTU 9,0
T 411,0
T 412,0
TB 1,0
UX 15,0
W2 149,0
WOSM 75,0
WOSM 8,0
XF 6,0
DRSTR3 25,0
A 299,0
A 300,0
GENX 4,0
UX 247,0
UX 248,0
UX 265,0
UX 266,0
UX 267,0
XF 34,0
XF 35,0
XF 40,0
UX 112,0
UX 113,0
UX 347,0
UX 348,0
UX 349,0
CA 9,0
IM3 15,0
IM3 16,0
IM3 17,0
IM3 5,0
ASM 411,0
PPTSS 234,0
S-M 68,0
S-M 69,0
T 501,0
T 501,0
A 300,0
FF 324,0
NM 71,0
NM 72,0
NM 73,0
PP 40,0
PP 42,0
PPTSS 147,0
UX 236,0
UX 239,0
UX 240,0
UX 241,0
UX 242,0
XCAL 6,0
XF 32,0
XF 34,0
XF 36,0
XF 37,0
XTERM 1,0
XTERM 2,0
XTERM 3,0
XTERM 4,0
M/CP 107/2,0
M/CP 108/2,0
M/CP 109/2,0
ASMU 6/2,0
JIM 521,0
UX 184,0
UX 222,0
UX 223,0
UX 262,0
XF 115,0
XF 117,0
XF 118,0
XF 120,0
XF 121,0
XF 122,0
A3 1,0
A 257,0
A 258,0
A 259,0
A 260,0
A 311,0
A 314,0
A 315,0
A 316,0
A 317,0
A 318,0
AWC 48,0
IG 1,0
IG 2,0
IG 3,0
IG 4,0
IG 5,0
IG 6,0
SS3 110,0
SS3 38,0
SS3 45,0
SS3 67,0
SS3 69,0
SS3 70,0
SS3 71,0
SS3 72,0
SS3 73,0
SS3 74,0
SS 5/3,0
AR 1,0
FF 401,0
H 1,0
H2 119,0
H2 120,0
A 11,0
A 353,0
A 354,0
DEF 1,0
DEF 13,0
DEF 14,0
DEF 33,0
DEF 34,0
DEF 35,0
DEF 36,0
DEF 37,0
DEF 38,0
DEF 93,0
A 128,0
A 353,0
A 354,0
DEF 1,0
FF 323,0
FF 324,0
M/TU 130,0
DRSTR3 46,0
DRSTR3 47,0
XCAL 46,0
XCAL 48,0
XCAL 49,0
XCAL 50,0
XCAL 51,0
MK 10,0
MK 13,0
MK 3,0
MK4 2,0
MK 9,0
AWC 76,0
AWC 77,0
AWC 78,0
AWC 79,0
CA 330,0
CA 331,0
SOLOA 3/2,0
S-W 9,0
WCA2 40,0
T2 29,0
T2 30,0
T2 39,0
INH2 10,0
INH2 12,0
INH2 2,0
INH2 6,0
INH2 7,0
INH2 8,0
DAZZ 29,0
DAZZ 30,0
DAZZ 32,0
DAZZ 33,0
M/GN 12,0
AF 79,0
AF 80,0
ASPOT 29/2,0
AWC 65,0
DD 109,0
DD 110,0
DD 111,0
DD 112,0
M/TIO 3,0
SSD 5,0
S-W 15,0
S-W 16,0
S-W 50,0
V&SW2 1,0
V&SW2 12,0
V&SW2 2,0
WCA2 2,0
WOSM 46,0
A 393,0
DD 108,0
DD 109,0
DD 111,0
DD 113,0
DD 114,0
DD 115,0
DD 116,0
DD 117,0
DD 119,0
DD 122,0
DD 130,0
DD 166,0
DD2 8,0
DD 371,0
DD 373,0
DD 374,0
DD 375,0
M/TIO 3,0
DD 10,0
DD 108,0
DD 11,0
DD 120,0
DD 121,0
DD 122,0
DD 141,0
DD 147,0
DD 149,0
DD 150,0
DD 152,0
DD 157,0
DD 158,0
DD 160,0
DD 166,0
DD 173,0
DD 175,0
DD 182,0
DD 197,0
DD 198,0
DD 204,0
DD 206,0
DD 207,0
DD 209,0
DD 210,0
DD 211,0
DD 212,0
DD 213,0
DD 214,0
DD 222,0
DD 36,0
DD 38,0
DD 39,0
DD 40,0
DD 41,0
DD 42,0
DD 43,0
DD 44,0
DD 45,0
DD 46,0
DD 48,0
DD 56,0
DD 58,0
DD 60,0
M/FAN 1/2,0
A3 26,0
ASM 16,0
ASM 218,0
ASM 42,0
ASM 429,0
ASM 43,0
ASM 438,0
ASM 65,0
ASMU 13,0
CA 234,0
DD -1,0
DD 1,0
DD 10,0
DD 108,0
DD 109,0
DD 11,0
DD 111,0
DD 112,0
